condition,method,n,answer,path_survival,final_true_path_in_beam,selected_true_path,candidate_evals,decoder_true_top1,decoder_true_topk,unique_candidate_address_groups,unique_beam_address_groups,max_address_group_fraction,diversity_prune_changed_fraction,true_prefix_group_fraction
id8,r56_address_diverse,18,1.0,1.0,1.0,1.0,3256.4444444444443,0.8472222222222222,0.9305555555555556,24.395833333333332,11.458333333333334,0.21028812611226827,0.3472222222222222,0.1910907436336358
id8,ablation_r54_global_top32,18,1.0,1.0,1.0,1.0,3229.777777777778,0.8472222222222222,0.9305555555555556,24.125,11.131944444444445,0.2539079177789349,0.0,0.23232338252252463
ood32,r56_address_diverse,12,1.0,1.0,1.0,0.8333333333333334,16652.666666666668,0.8098958333333334,0.9192708333333334,50.052083333333336,13.494791666666666,0.2077425943799642,0.3020833333333333,0.1889543050024821
ood32,ablation_r54_global_top32,12,1.0,1.0,1.0,0.8333333333333334,16668.666666666668,0.8098958333333334,0.9192708333333334,48.763020833333336,12.778645833333334,0.28847176104663086,0.0,0.26569584146081543
ood64,r56_address_diverse,12,0.8333333333333334,0.9674479166666666,0.9166666666666666,0.75,33560.0,0.8333333333333334,0.94140625,56.7421875,13.126302083333334,0.2139187282986111,0.2916666666666667,0.18961317274305556
ood64,ablation_r54_global_top32,12,0.8333333333333334,0.9674479166666666,0.9166666666666666,0.75,33528.0,0.8333333333333334,0.94140625,54.467447916666664,12.102864583333334,0.31780056423611114,0.0,0.2883273654513889
ood128,r56_address_diverse,6,0.3333333333333333,0.43359375,0.3333333333333333,0.3333333333333333,69556.0,0.8190104166666666,0.9309895833333334,78.45572916666667,13.462239583333334,0.2061980716765873,0.18229166666666666,0.07342626178075397
ood128,ablation_r54_global_top32,6,0.3333333333333333,0.43359375,0.3333333333333333,0.3333333333333333,69865.33333333333,0.8190104166666666,0.9309895833333334,76.64322916666667,12.919270833333334,0.26523941282242064,0.0,0.09303889198908731
