condition,method,n,answer,path_survival,final_true_path,selected_true_path,total_evals,generation_losses,pruning_losses
id8,r59_student,12,1.0,1.0,1.0,1.0,3470.6666666666665,0.0,0.0
id8,exact_r58,12,1.0,1.0,1.0,1.0,8706.666666666666,0.0,0.0
ood64,r59_student,12,1.0,1.0,1.0,1.0,33948.0,0.0,0.0
ood64,exact_r58,12,1.0,1.0,1.0,1.0,86202.66666666667,0.0,0.0
ood128,r59_student,6,0.8333333333333334,0.9505208333333334,0.8333333333333334,0.8333333333333334,66126.66666666667,0.16666666666666666,0.0
ood128,exact_r58,6,0.8333333333333334,0.9505208333333334,0.8333333333333334,0.8333333333333334,169624.0,0.16666666666666666,0.0
